date,Open,High,Low,Close,Volume
2025-03-13,153.708,155.8523,151.8561,153.2207,12843862.0
2025-03-14,157.4118,162.6751,154.3903,161.408,19093438.0
2025-03-17,166.9638,167.5486,163.7473,164.722,13084601.0
2025-03-18,170.96,173.4942,168.5233,173.3967,17627921.0
2025-03-19,172.2271,173.2992,170.0828,171.7397,11341539.0
2025-03-20,171.1549,171.1549,161.9929,163.2599,13554596.0
2025-03-21,164.6245,165.6967,158.5815,158.7764,15013036.0
2025-03-24,161.0182,163.3574,158.0941,162.3827,9185640.0
2025-03-25,161.408,162.1878,157.022,157.1194,9389015.0
2025-03-26,156.9245,160.5308,156.9245,159.946,9153598.0
2025-03-27,159.2637,163.3574,158.484,160.4334,7523847.0
2025-03-28,163.7473,164.8194,158.6789,160.2384,8950924.0
2025-03-31,158.0941,158.8739,154.9751,156.7295,6875716.0
2025-04-01,156.9245,159.6536,156.3397,157.1194,6763957.0
2025-04-02,157.1194,158.8739,154.7802,157.8017,5972448.0
2025-04-03,148.5422,152.0511,148.3472,149.6143,15572015.0
2025-04-07,133.6,137.1,125.2,126.4,43949826.0
2025-04-08,134.6,141.0,132.7,137.6,41666302.0
2025-04-09,130.1,138.7,127.2,136.7,27009831.0
2025-04-10,141.4,145.9,138.2,141.7,23343085.0
2025-04-11,141.5,146.2,139.8,143.1,20247413.0
