date,Open,High,Low,Close,Volume
2023-01-03,199.0342,211.1819,197.726,210.0605,6894915.0
2023-01-04,212.3032,225.1984,210.0605,225.1984,11835143.0
2023-01-05,241.0837,241.6444,228.9361,231.1787,13064014.0
2023-01-06,234.5427,237.5329,230.0574,233.6083,11143856.0
2023-01-09,233.6083,236.5984,230.2443,233.6083,8859205.0
2023-01-10,231.7394,234.5427,228.3754,233.6083,5864606.0
2023-01-11,230.4312,235.8509,228.1885,230.4312,8159286.0
2023-01-12,230.805,233.6083,225.3852,231.1787,9990408.0
2023-01-13,231.9263,232.8607,223.5164,231.9263,6449487.0
2023-01-16,233.4214,233.7951,224.6377,227.8148,5128571.0
2023-01-17,225.1984,227.6279,219.218,223.8902,8091792.0
2023-01-18,216.9753,219.9655,211.3688,219.9655,10610610.0
2023-01-19,213.4245,219.218,212.3032,216.6016,6765457.0
2023-01-20,219.5918,225.0115,218.4704,223.1426,6492161.0
2023-01-26,228.5623,229.3099,224.2639,229.3099,6191386.0
2023-01-27,233.7951,234.9165,230.0574,234.9165,5555259.0
2023-01-30,230.2443,232.6738,220.7131,221.8344,10769927.0
2023-01-31,222.3951,223.3295,213.2376,216.4147,9233551.0
2023-02-01,217.1622,222.3951,214.9196,222.3951,8013925.0
2023-02-02,225.0115,226.6935,219.9655,220.9,5792332.0
2023-02-03,213.6114,218.4704,212.1163,215.6671,6676415.0
2023-02-06,207.4441,208.9392,204.2671,208.0048,6718137.0
2023-02-07,208.3786,211.3688,205.949,208.0048,4720757.0
2023-02-08,208.7523,210.2474,203.8933,204.8277,5734017.0
2023-02-09,202.772,210.2474,201.8375,209.8737,6530590.0
2023-02-10,202.772,204.6408,195.1096,196.6047,12439326.0
2023-02-13,187.2604,194.9227,186.2325,193.8014,16376266.0
2023-02-14,192.1194,192.3063,188.3817,190.2506,9095805.0
2023-02-15,191.5588,192.6801,186.6997,188.7555,8234044.0
2023-02-16,191.5588,203.3326,191.185,198.6605,13546520.0
2023-02-17,199.0342,201.6506,195.6703,196.7916,6859486.0
2023-02-20,194.7358,196.9785,193.0539,193.8014,5989310.0
2023-02-21,191.9325,193.0539,176.6078,177.2619,22613377.0
2023-02-22,171.375,176.5144,170.0668,171.9357,19767488.0
2023-02-23,167.0766,176.3275,167.0766,175.0193,15161702.0
2023-02-24,171.7488,173.2439,165.7684,166.7029,12274957.0
2023-02-27,164.4602,169.9734,164.2733,166.3291,10191538.0
2023-02-28,165.8619,166.3291,160.0684,162.311,15577215.0
2023-03-01,162.6848,172.4963,162.1241,171.2816,10224998.0
2023-03-02,167.0766,168.7586,165.2078,167.357,9798016.0
2023-03-03,173.4308,175.3931,171.1881,172.5898,9105981.0
2023-03-06,175.6734,178.1964,173.057,175.0193,9953007.0
2023-03-07,176.0472,179.598,170.6275,174.1783,7839049.0
2023-03-08,170.0668,170.534,165.1143,166.6094,10066987.0
2023-03-09,170.9078,171.375,166.7963,167.5438,8259285.0
2023-03-10,150.9109,152.406,147.6404,148.2945,43661369.0
2023-03-13,148.5749,153.7142,147.2666,148.5749,20493003.0
2023-03-14,147.2666,149.6962,143.6224,145.3043,14841727.0
2023-03-15,148.4814,150.3503,147.0798,148.7617,9224652.0
2023-03-16,144.5568,148.1076,143.5289,144.8371,8984223.0
2023-03-17,147.4535,147.6404,142.7814,144.4633,18824803.0
2023-03-20,142.4076,143.4355,137.4551,140.5387,11644403.0
2023-03-21,139.6043,140.8191,136.1469,140.2584,11079465.0
2023-03-22,144.8371,147.3601,141.8469,142.8748,10701327.0
2023-03-23,141.66,148.7617,140.6322,148.388,12582745.0
2023-03-24,145.5847,151.6585,145.1174,148.388,12333500.0
2023-03-27,147.2666,148.1076,141.8469,143.1551,10765673.0
2023-03-28,146.706,146.8929,143.9961,145.865,7329905.0
2023-03-29,155.3028,156.9847,147.8273,148.6683,17110423.0
2023-03-30,149.9765,153.5273,149.0421,152.4995,14622088.0
2023-03-31,163.3389,164.9274,160.1618,160.7225,24058257.0
2023-04-03,160.3487,160.9094,156.3306,158.5733,9360923.0
2023-04-04,156.4245,156.8985,152.6324,155.4764,8033703.0
2023-04-06,149.7883,151.1155,147.7974,150.7363,12979395.0
2023-04-11,150.7363,153.296,148.0818,150.3571,9024853.0
2023-04-12,149.5039,149.5987,143.4365,145.0481,10761564.0
2023-04-13,136.8951,142.1093,136.0419,142.1093,13821516.0
2023-04-14,141.6352,141.73,138.7912,140.0236,11727208.0
2023-04-17,137.4639,143.3417,136.2315,141.6352,11257419.0
2023-04-18,140.8768,141.73,138.886,140.782,8085116.0
2023-04-19,140.782,140.782,136.1367,136.7055,10183194.0
2023-04-20,136.6107,137.8431,134.6198,135.4731,12571216.0
2023-04-21,134.1458,134.6198,131.2069,132.4394,11385223.0
2023-04-24,131.4914,133.2926,129.6901,131.2069,9038647.0
